0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
110590,111369,112065,112645,113429,117242,208906,552803,597906,786057,936947,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110598,111367,112060,112646,113754,116828,127425,512757,949275,1172942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110594,111409,111978,112659,113434,115756,121361,123603,166990,919851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110606,111410,112064,112645,115649,118517,382438,452112,616576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110590,111389,112685,116162,130864,333587,722733,939825,953285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110598,111417,112652,114537,117027,118624,125562,468722,749868,1103532,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110586,111358,112664,116101,122438,123932,147505,170140,181054,238295,868064,934258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110604,111380,112044,112736,116440,120621,152217,560924,1122349,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110590,111354,112060,112638,115889,119080,158480,166809,394943,1213216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110595,111397,112071,112654,113231,113920,116939,228703,549904,1223239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110610,111389,112079,112660,113240,113921,116018,126587,178887,208994,498273,873901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110582,111392,111978,112662,113425,113925,115560,120289,136679,192314,238393,902803,1139034,1223362,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110619,111370,112074,112660,113435,118105,168183,192252,195885,208517,444255,491558,843949,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110614,111406,112083,112660,113434,115167,118081,138565,154111,196184,238824,607392,894140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110589,111399,111983,112663,113239,113924,117047,163744,179085,388390,536124,769164,993188,1140066,1144511,1189731,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110628,111412,111971,112654,113423,115861,118141,181516,223339,228720,287613,475347,997738,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110589,111366,112042,112629,115764,118608,227674,366206,593696,739725,1197101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110589,111356,112061,112645,114115,115801,116776,120075,172021,219586,220259,369423,674275,1117178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110595,111426,112073,112654,113537,114085,116323,149222,172518,399806,457443,1061100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110605,111401,112064,112647,113421,114954,116970,165272,185898,215841,458880,464314,530442,600849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110607,111408,112071,112661,113239,114011,116619,135387,146915,189847,197253,221007,235364,399787,511547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110594,111392,112073,112654,113435,114000,114596,116664,156525,176225,178033,182807,409703,459484,462269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110603,111411,111988,112670,113435,114602,115190,116542,157348,583790,712255,752640,946126,1058689,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110600,111358,111970,112647,113422,114098,114686,116927,205322,219799,1109702,1135860,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110601,111386,112058,112642,114496,117301,163988,539998,571770,676443,725610,983082,1022320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110594,111396,112635,114461,116414,119480,129070,147501,190336,196526,202772,264036,803223,1176342,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110602,111389,111974,112659,114539,115480,116252,182474,1000459,1178822,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110621,111505,112081,112657,113439,114020,114618,116644,200553,210574,226519,394343,432657,433342,698694,1223130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110579,111393,112055,112652,113419,114407,116290,125890,173836,205161,207388,487750,597324,883130,947738,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110602,111403,111969,112649,113427,115369,193722,206202,569057,1134305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110607,111345,111961,112660,114772,118307,209090,474644,846927,1206845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110606,111357,112047,112644,114277,116363,124554,174817,195242,198034,205328,226255,260855,467343,944127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110653,111418,111998,112671,113251,113937,114901,121754,144563,194934,225684,498812,587840,938961,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110609,111396,112048,112640,113215,114270,116998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110651,111389,111992,112668,113255,113932,115465,117787,176008,187309,193980,205920,445673,824689,909070,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110598,111420,112006,112676,113259,113849,114527,115795,116365,179097,209846,377819,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110627,111400,111987,112658,113430,113931,175806,212984,238396,257633,479649,492558,546168,1018568,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110590,111381,112051,112634,115054,126775,170615,251830,576278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110637,111379,111938,112614,113393,114180,116721,213754,221273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110618,111382,111974,112651,113236,113903,114731,115348,118896,217517,426118,426694,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110655,111408,111994,112673,113250,114508,115236,118472,185256,439619,953389,1025170,1062487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110613,111395,111973,112643,113234,113813,114676,116852,126411,126992,196426,202958,218198,712203,930235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110661,111403,111989,112668,113253,113842,115510,137590,182592,189151,194128,430866,529580,960022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110584,111378,111964,112646,113232,113910,115097,119724,205837,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110614,111402,111954,112632,113217,116696,155108,175628,198595,208864,421411,710259,734156,811375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110659,111382,112033,112632,114567,117079,179192,189835,197440,211262,332380,394296,758166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110664,111391,111976,112655,113240,113922,114534,116610,178039,516226,766723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110691,111400,111990,112665,113254,113839,114919,121014,524193,551558,1118921,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110627,111413,111990,112662,113245,114746,115857,116931,117898,160538,184302,191183,758970,957431,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110622,111395,111967,112640,113222,113725,114255,190999,195991,475554,616048,754181,973649,986051,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110595,111363,111952,112640,114450,114984,192445,199605,222232,340896,1076389,1118175,1134253,1206802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110590,111404,112056,112646,113410,114138,114840,118369,126035,147629,151881,155757,165099,170934,177277,257457,426926,483232,669927,890266,-1,-1,-1,-1,-1,-1,-1,-1,-1
110594,111379,112043,112626,113207,114923,118088,185349,832102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110581,111362,112639,114591,230925,233691,243657,434076,1005846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110606,111400,111980,112655,113239,115286,134442,179118,189787,205168,209771,605937,671275,762678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110604,111415,111993,112663,113246,113827,114420,114993,123509,124018,206181,217275,232554,303286,776963,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110582,111387,111960,112645,113227,113905,116147,121760,190441,204513,227546,342469,607781,619178,909392,1100855,1221188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110597,111370,112046,112637,113219,116261,118673,120143,188530,197610,207254,365354,880108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110580,111397,111960,112638,113224,115756,118895,135847,181220,561248,1077091,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110606,111412,111977,112652,113243,114792,115332,123306,124111,168373,698433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110609,111403,111963,112658,113229,113813,116610,121160,141301,200663,345802,410359,413285,464472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110590,111384,112070,112651,113230,115931,122590,154156,193451,211874,478073,682607,772289,1007402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110591,111386,111960,112647,114027,114654,121311,123215,128377,167643,208478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110605,111389,111972,112647,113235,113912,117553,120275,125399,180621,187239,204582,1024063,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110582,111390,111974,112649,113230,113917,115897,120960,189941,208360,1220117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110582,111395,111973,112653,113239,113816,115847,116351,123362,173450,179285,181260,198101,206502,585884,1216478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110603,111399,112040,112655,117290,151713,187535,195266,222026,231238,425130,455115,528811,812077,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110589,111381,111887,112658,113242,115231,115843,122309,126365,164780,197689,240785,704823,827033,857721,867777,892455,979600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110606,111361,112071,112644,113232,113817,115060,216806,225194,229042,234053,646917,940984,979375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110591,111360,112062,112655,113241,115074,120042,126311,169635,188834,388879,604029,653839,724997,1173733,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110606,111389,111978,112661,113239,113920,114671,120650,122978,181588,705145,735760,788798,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110608,111380,111980,112654,113245,114185,116294,128819,169944,178341,193656,395345,686667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110600,111401,112078,112656,113430,114205,125322,140485,176002,280003,412541,982870,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110599,111391,111978,112649,113431,114903,125964,151196,156612,161628,182228,205809,1132566,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110607,111407,111983,112661,113246,113920,115017,128616,154575,160483,174873,180649,185698,195453,210709,493407,827718,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110604,111397,111972,112652,113426,114210,115021,116334,120467,123369,127089,157514,168288,204618,210945,240988,779085,1000286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110628,111430,111956,112644,113425,117801,121218,122170,126142,168001,201488,205380,248033,253465,424017,443038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110610,111403,112659,114863,123215,126059,172479,199732,218835,433688,1076413,1081262,1144628,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110600,111401,112071,112661,113432,114985,122189,123059,123944,126410,155468,172637,178054,182846,187769,193128,199000,212704,475211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110614,111416,111985,112664,113249,113927,114613,115536,118869,122606,124082,126203,126788,150676,153376,161897,179560,185458,191122,196719,204573,214267,224333,799886,885286,-1,-1,-1,-1
110599,111410,111973,112649,114495,118401,119775,121046,171892,184664,895634,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110601,111407,111982,112663,113429,114228,120743,124080,147953,168191,349229,901689,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110591,111401,112059,112645,114771,120508,122115,124469,144900,160806,165289,177474,239757,1237223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110611,111420,112072,112661,114527,116209,119004,125575,126812,171663,182624,188368,196277,216323,687578,754960,1241691,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110610,111389,111970,112643,114458,116807,120530,125693,126201,164338,167919,172570,303268,303847,691409,834429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110603,111426,111989,112658,114635,119456,122954,124654,130685,158619,172197,183638,185804,192155,345685,390119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
